fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],101.922,23,44.8989,
fv_xyz[id][3],76.8834,0,0.510253,
fv_xyz[id][3],76.8834,0,0.510253,
fv_xyz[id][3],101.922,23,44.8989,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],25.9224,23,0,
fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],25.9224,0,0,
fv_xyz[id][3],25.9224,0,0,
fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],76.8834,0,0.510253,
fv_xyz[id][3],0,23,43.8784,
fv_xyz[id][3],25.9224,23,0,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],25.9224,23,0,
fv_xyz[id][3],25.9224,0,0,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],0,23,43.8784,
fv_xyz[id][3],25.0386,0,88.2671,
fv_xyz[id][3],25.0386,0,88.2671,
fv_xyz[id][3],0,23,43.8784,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],75.9996,23,88.7773,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],75.9996,0,88.7773,
fv_xyz[id][3],75.9996,0,88.7773,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],25.0386,0,88.2671,
fv_xyz[id][3],101.922,23,44.8989,
fv_xyz[id][3],75.9996,23,88.7773,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],75.9996,23,88.7773,
fv_xyz[id][3],75.9996,0,88.7773,
fv_xyz[id][3],25.9224,23,0,
fv_xyz[id][3],0,23,43.8784,
fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],0,23,43.8784,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],76.8834,23,0.510253,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],101.922,23,44.8989,
fv_xyz[id][3],101.922,23,44.8989,
fv_xyz[id][3],25.0386,23,88.2671,
fv_xyz[id][3],75.9996,23,88.7773,
fv_xyz[id][3],75.9996,0,88.7773,
fv_xyz[id][3],25.0386,0,88.2671,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],25.0386,0,88.2671,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],101.922,0,44.8989,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],76.8834,0,0.510253,
fv_xyz[id][3],76.8834,0,0.510253,
fv_xyz[id][3],0,0,43.8784,
fv_xyz[id][3],25.9224,0,0,
Tri_Num,20
avg_area:,0 
x_min : ,0,x_max : ,101.922,y_min : ,0,y_max : ,23,z_min : ,0,z_max : ,88.7773
